p0,p1,p2,p3,p4,p5,t0,t1,objective,elapsed_sec
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,96,8,256,100,40,0.010354,799.9726445674896
#pragma clang loop(j2) pack array(A) allocate(malloc), , ,20,50,100,100,40,0.009583,809.5609920024872
 , , ,100,50,256,100,40,0.005959,818.4807252883911
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,80,2048,128,100,40,0.01313,828.0247218608856
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,20,4,20,100,40,0.0145885,838.3570091724396
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,2048,50,100,40,0.0175215,848.6087515354156
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,2048,128,100,40,0.0060915,857.3503971099854
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,16,16,100,40,0.01634,868.106193780899
 ,#pragma clang loop(m2) pack array(B) allocate(malloc), ,4,100,16,100,40,0.0199745,877.8794798851013
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,16,4,100,40,0.0094005,888.5290634632111
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,50,80,256,100,40,0.0135715,898.1287515163422
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc), ,64,32,128,100,40,0.0175715,908.3861095905304
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,64,32,100,40,0.0196175,919.1094198226928
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,8,4,100,40,0.009407,929.0047886371613
#pragma clang loop(j2) pack array(A) allocate(malloc), ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,50,100,100,40,0.0138845,938.6422820091248
 , , ,50,16,64,100,40,0.006083,947.7329239845276
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,100,64,100,40,0.0118925,957.297122001648
 , ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,64,32,100,40,0.0077705,966.6132497787476
#pragma clang loop(j2) pack array(A) allocate(malloc),#pragma clang loop(m2) pack array(B) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,16,64,100,40,0.0265535,977.1808817386628
