p1,p2,p3,p4,p5,t0,objective,elapsed_sec
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,8,80,120,0.001215,772.2777996063232
 , ,4,128,20,120,0.001111,781.6028082370758
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,50,128,120,0.0012215,789.9591143131256
 , ,4,32,128,120,0.001222,798.1622383594513
#pragma clang loop(i1) pack array(A) allocate(malloc), ,100,80,4,120,0.0012304999999999,806.7594935894012
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,128,128,120,0.001235,818.5682339668274
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",50,64,8,120,0.0012075,826.9262073040009
#pragma clang loop(i1) pack array(A) allocate(malloc), ,128,32,100,120,0.0012075,835.2151534557343
#pragma clang loop(i1) pack array(A) allocate(malloc), ,8,64,80,120,0.0012075,843.6744875907898
 , ,50,16,32,120,0.001224,852.1267790794373
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,20,80,120,0.001223,860.6942083835602
 , ,8,32,16,120,0.0012075,868.8588542938232
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,2048,4,120,0.0010999999999999,880.1468682289124
#pragma clang loop(i1) pack array(A) allocate(malloc), ,100,2048,4,120,0.0011159999999999,891.149510383606
#pragma clang loop(i1) pack array(A) allocate(malloc), ,96,2048,4,120,0.001098,901.9881551265717
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,4,120,0.001103,913.2909779548644
