p1,p2,p3,p4,p5,t0,objective,elapsed_sec
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",96,2048,8,400,0.0463065,1810.6262238025663
 , ,20,2048,8,400,0.0472314999999999,1821.48486161232
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",100,2048,8,400,0.047225,1833.484980583191
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",20,2048,8,400,0.047131,1844.5415897369385
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,2048,8,400,0.047728,1855.8210277557373
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",32,2048,8,400,0.0475155,1866.943160057068
#pragma clang loop(i1) pack array(A) allocate(malloc), ,96,2048,8,400,0.0462795,1878.6504917144775
#pragma clang loop(i1) pack array(A) allocate(malloc), ,100,2048,8,400,0.0471194999999999,1890.761910676956
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",80,2048,8,400,0.046349,1902.318085193634
 ,"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",128,4,256,400,0.05513,1913.149170398712
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",4,2048,32,400,0.0503445,1924.6254863739016
#pragma clang loop(i1) pack array(A) allocate(malloc), ,4,2048,20,400,0.0485895,1935.8274674415588
 , ,128,2048,16,400,0.048753,1947.945246696472
 , ,64,2048,8,400,0.0476059999999999,1958.857743024826
#pragma clang loop(i1) pack array(A) allocate(malloc),"#pragma clang loop(i1,j1,k1,i2,j2) interchange permutation(j1,k1,i1,j2,i2)",64,2048,8,400,0.0474635,1969.937470436096
#pragma clang loop(i1) pack array(A) allocate(malloc), ,100,4,256,400,0.055387500000000006,1980.4812877178192
