p0,p1,p2,p3,p4,p5,p6,p7,objective,elapsed_sec
8,100,#pragma clang loop unrolling full,#pragma omp parallel for,256,96,sockets,balanced,0.231265,2923.445991754532
8,200,#pragma clang loop unrolling full, ,96,128,sockets,balanced,0.31689,2940.4753756523132
8,200, , ,128,4,threads,balanced,0.22865000000000002,2957.2317373752594
8,80,#pragma clang loop unrolling full, ,256,64,threads,balanced,0.23399999999999999,2974.1479358673096
8,200,#pragma clang loop unrolling full, ,256,96,threads,balanced,0.234435,2991.2251024246216
8,200, , ,256,4,sockets,balanced,0.22845500000000002,3008.118308067322
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,96,64,threads,balanced,0.30469,3026.679165124893
8,20, ,#pragma omp parallel for,4,128,sockets,balanced,0.22965999999999998,3043.33052444458
8,200, , ,2,128,sockets,balanced,0.22875,3060.0587770938873
8,100,#pragma clang loop unrolling full,#pragma omp parallel for,16,128,sockets,balanced,0.229545,3076.7697756290436
8,200,#pragma clang loop unrolling full, ,2,128,sockets,balanced,0.23285,3093.6677684783936
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,128,64,threads,balanced,0.23058499999999998,3112.2597839832306
8,200, , ,256,16,sockets,balanced,0.23013,3128.906400680542
8,200,#pragma clang loop unrolling full, ,32,128,sockets,balanced,0.23125,3146.0532171726227
8,100, , ,32,128,sockets,balanced,0.23042,3162.7396523952484
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,128,128,sockets,balanced,0.2313,3181.3158814907074
8,100, , ,128,64,threads,balanced,0.22919,3198.090750694275
8,100,#pragma clang loop unrolling full, ,64,4,threads,balanced,0.31047,3216.6497983932495
8,100,#pragma clang loop unrolling full, ,16,8,sockets,balanced,0.30496,3233.740174293518
8,100,#pragma clang loop unrolling full,#pragma omp parallel for,128,4,threads,balanced,0.231035,3250.4675307273865
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,32,64,threads,balanced,0.30101500000000003,3269.0978770256042
8,100, , ,4,64,sockets,balanced,0.31478,3286.0977234840393
8,100,#pragma clang loop unrolling full,#pragma omp parallel for,256,128,threads,balanced,0.22784,3302.7830259799957
8,200,#pragma clang loop unrolling full,#pragma omp parallel for,4,8,sockets,balanced,0.22967500000000002,3321.376013278961
8,200, ,#pragma omp parallel for,16,128,threads,balanced,0.227725,3339.9579594135284
8,10, ,#pragma omp parallel for,64,128,threads,balanced,0.233315,3356.7960534095764
8,64, ,#pragma omp parallel for,4,128,threads,balanced,0.22870000000000001,3373.5387723445892
8,128, ,#pragma omp parallel for,4,64,threads,balanced,0.22869,3392.1449825763702
8,100,#pragma clang loop unrolling full,#pragma omp parallel for,128,128,threads,balanced,0.22943,3409.114810705185
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,4,4,threads,balanced,0.23039500000000002,3427.6777970790863
8,200, , ,256,128,threads,balanced,0.30893000000000004,3444.6751153469086
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,128,128,threads,balanced,0.230435,3461.4225521087646
8,200,#pragma clang loop unrolling full,#pragma omp parallel for,256,128,threads,balanced,0.26744500000000004,3480.006007909775
8,200, , ,32,128,sockets,balanced,0.2394,3496.8617794513702
8,20, ,#pragma omp parallel for,4,64,threads,balanced,0.22949999999999998,3513.5907576084137
8,40, , ,256,16,sockets,balanced,0.232665,3532.1699011325836
