input,p0,p1,p2,p3,p4,p5,p6,p7,p8,objective,elapsed_sec
100000,4,1000, , ,2,96,10,none,cores,1.34593,3369.428791284561
100000,4,200, , ,256,64,10,compact,threads,1.33283,3389.442200422287
100000,4,1000,#pragma clang loop unrolling full,#pragma omp parallel for,256,256,100,explicit,cores,1.34072,3409.995957136154
100000,8,2000, , ,64,256,160,compact,cores,1.5137200000000002,3430.9174630641937
100000,4,2000,#pragma clang loop unrolling full,#pragma omp parallel for,64,2,40,none,cores,1.375335,3451.0977408885956
100000,6,100, ,#pragma omp parallel for,256,2,10,balanced,cores,1.3296899999999998,3471.2482526302338
100000,4,100, , ,64,128,10,disabled,cores,1.34654,3491.600137233734
100000,5,640, ,#pragma omp parallel for,2,256,80,compact,cores,1.3542649999999998,3511.6231575012207
100000,6,800,#pragma clang loop unrolling full,#pragma omp parallel for,2,2,100,balanced,cores,1.35104,3531.8370339870453
100000,8,640, , ,256,16,200,compact,sockets,1.37341,3552.314786195755
