p0,p1,p2,p3,p4,p5,p6,p7,objective,elapsed_sec
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,96,256,cores,balanced,0.394115,3008.6619131565094
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,2,128,sockets,balanced,0.39176500000000003,3027.221829891205
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,64,64,cores,balanced,0.39516,3045.797136068344
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,128,4,sockets,balanced,0.393385,3064.3863141536713
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,128,64,sockets,balanced,0.395965,3081.5156214237213
8,20,#pragma clang loop unrolling full,#pragma omp parallel for,128,128,sockets,balanced,0.399405,3098.627699613571
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,256,2,sockets,balanced,0.39381,3117.2258677482605
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,64,2,cores,balanced,0.397345,3135.7872366905212
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,256,256,sockets,balanced,0.49762000000000006,3154.42307138443
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,96,2,cores,balanced,0.395565,3173.000727415085
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,256,2,cores,balanced,0.39237500000000003,3191.5923273563385
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,128,32,sockets,balanced,0.5445,3210.1913542747498
8,200,#pragma clang loop unrolling full,#pragma omp parallel for,128,128,sockets,balanced,0.390465,3228.7930221557617
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,128,4,cores,balanced,0.393655,3247.3658771514893
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,2,2,cores,balanced,0.41852500000000004,3265.938480615616
8,20,#pragma clang loop unrolling full,#pragma omp parallel for,128,96,sockets,balanced,0.39724,3284.5287318229675
8,80, ,#pragma omp parallel for,96,64,sockets,balanced,0.39491,3301.666608810425
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,128,96,cores,balanced,0.3945,3320.273996114731
8,20,#pragma clang loop unrolling full,#pragma omp parallel for,128,128,cores,balanced,0.398215,3338.8902785778046
8,80, ,#pragma omp parallel for,32,96,sockets,balanced,0.525645,3357.4550585746765
8,200,#pragma clang loop unrolling full,#pragma omp parallel for,128,4,sockets,balanced,0.393135,3376.0165214538574
8,200,#pragma clang loop unrolling full,#pragma omp parallel for,128,256,sockets,balanced,0.393775,3394.60173869133
8,20,#pragma clang loop unrolling full,#pragma omp parallel for,128,96,cores,balanced,0.552025,3413.2493278980255
8,200,#pragma clang loop unrolling full,#pragma omp parallel for,96,64,sockets,balanced,0.548495,3431.8065888881683
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,4,4,sockets,balanced,0.395725,3450.3998827934265
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,4,32,cores,balanced,0.395555,3468.974205493927
8,20,#pragma clang loop unrolling full,#pragma omp parallel for,128,4,sockets,balanced,0.554025,3487.5999698638916
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,2,4,sockets,balanced,0.5477,3506.1975934505463
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,8,32,cores,balanced,0.3951,3524.7750537395477
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,4,16,cores,balanced,0.39566500000000004,3543.3715047836304
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,128,2,cores,balanced,0.39359500000000003,3561.9421560764313
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,64,4,cores,balanced,0.393565,3580.5435469150543
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,128,64,cores,balanced,0.396475,3597.6698627471924
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,128,128,threads,balanced,0.52333,3616.3152458667755
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,4,64,cores,balanced,0.39432,3633.4591619968414
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,8,16,cores,balanced,0.39337500000000003,3652.0534007549286
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,8,16,sockets,balanced,0.5283899999999999,3670.6610140800476
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,256,4,sockets,balanced,0.39429000000000003,3689.2935874462128
