p0,p1,p2,p3,p4,p5,p6,p7,objective,elapsed_sec
8,80,#pragma clang loop unrolling full,#pragma omp parallel for,64,128,cores,balanced,2.3205,4593.341213464737
8,64,#pragma clang loop unrolling full, ,96,8,sockets,balanced,2.3280000000000003,4616.242757320404
8,64,#pragma clang loop unrolling full, ,128,256,sockets,balanced,2.324,4639.1197917461395
8,64, ,#pragma omp parallel for,2,4,threads,balanced,2.3235,4661.9467215538025
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,32,128,cores,balanced,2.3095,4686.369375705719
8,64, , ,96,256,sockets,balanced,2.3355,4709.2217671871185
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,2,128,sockets,balanced,2.3145,4732.094614744186
8,64,#pragma clang loop unrolling full, ,256,2,threads,balanced,2.316,4754.971264123917
8,64,#pragma clang loop unrolling full,#pragma omp parallel for,2,128,sockets,balanced,2.3354999999999997,4779.410364151001
8,64,#pragma clang loop unrolling full, ,2,256,threads,balanced,2.3194999999999997,4802.261626958847
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,32,2,cores,balanced,2.3085,4826.702002763748
