p0,p1,p2,p3,p4,p5,p6,p7,objective,elapsed_sec
8,100, ,#pragma omp parallel for,128,256,threads,balanced,0.988305,3126.274053812027
8,40, ,#pragma omp parallel for,128,64,sockets,balanced,1.014345,3146.7920384407043
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,96,96,cores,balanced,1.000435,3167.3379623889923
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,4,256,threads,balanced,0.99162,3187.8050677776337
8,160, ,#pragma omp parallel for,128,64,sockets,balanced,0.99407,3208.3004496097565
8,100,#pragma clang loop unrolling full, ,96,96,cores,balanced,1.4747750000000002,3228.807886123657
8,160, , ,96,96,cores,balanced,1.42239,3249.31272149086
8,100, ,#pragma omp parallel for,32,96,threads,balanced,0.994525,3268.168876647949
8,100,#pragma clang loop unrolling full,#pragma omp parallel for,2,16,cores,balanced,0.989275,3287.0007371902466
8,40,#pragma clang loop unrolling full, ,96,16,cores,balanced,1.0127700000000002,3306.084938287735
8,100, ,#pragma omp parallel for,16,96,threads,balanced,0.985975,3325.065504550934
8,10,#pragma clang loop unrolling full,#pragma omp parallel for,96,96,cores,balanced,1.0123199999999999,3343.9557185173035
8,160,#pragma clang loop unrolling full, ,8,96,cores,balanced,1.2668949999999999,3364.4834814071655
8,200, ,#pragma omp parallel for,128,256,threads,balanced,0.989235,3384.974412202835
8,200, ,#pragma omp parallel for,128,96,threads,balanced,0.9892350000000001,3405.4882111549377
8,100, ,#pragma omp parallel for,16,256,threads,balanced,0.9947900000000001,3424.406588792801
8,128, ,#pragma omp parallel for,96,96,cores,balanced,0.994155,3444.9725890159607
8,20, ,#pragma omp parallel for,128,96,cores,balanced,1.06717,3465.5054819583893
8,100,#pragma clang loop unrolling full, ,256,2,cores,balanced,1.00148,3484.51314496994
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,2,96,sockets,balanced,0.9967299999999999,3505.04816532135
8,100,#pragma clang loop unrolling full, ,4,2,cores,balanced,0.99576,3523.9527730941772
8,128,#pragma clang loop unrolling full, ,96,2,sockets,balanced,0.9897549999999999,3542.7887761592865
8,160, ,#pragma omp parallel for,32,96,sockets,balanced,0.98163,3563.286835193634
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,4,2,sockets,balanced,0.993465,3583.853136062622
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,32,256,threads,balanced,0.9854700000000001,3604.38304066658
8,160,#pragma clang loop unrolling full, ,16,64,threads,balanced,0.99299,3623.265617609024
8,100,#pragma clang loop unrolling full, ,96,64,cores,balanced,0.99966,3642.186219215393
8,100,#pragma clang loop unrolling full, ,128,64,cores,balanced,0.9953350000000001,3661.0524022579193
8,10,#pragma clang loop unrolling full,#pragma omp parallel for,96,96,sockets,balanced,1.0215,3681.6172637939453
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,32,16,sockets,balanced,0.98463,3702.152566432953
8,100,#pragma clang loop unrolling full,#pragma omp parallel for,32,96,threads,balanced,0.992695,3721.029369354248
8,80,#pragma clang loop unrolling full, ,128,64,threads,balanced,1.025725,3741.55135846138
8,40,#pragma clang loop unrolling full,#pragma omp parallel for,32,256,threads,balanced,1.374335,3762.092883825302
8,160, ,#pragma omp parallel for,32,96,threads,balanced,0.993565,3782.6242015361786
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,4,64,sockets,balanced,1.3837799999999998,3803.3654403686523
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,32,96,sockets,balanced,0.98517,3823.924872159958
8,100, ,#pragma omp parallel for,4,256,threads,balanced,0.992905,3842.8434364795685
8,160,#pragma clang loop unrolling full, ,2,2,sockets,balanced,0.994965,3861.7751863002777
8,160,#pragma clang loop unrolling full, ,2,64,sockets,balanced,1.0224799999999998,3882.312141418457
8,200,#pragma clang loop unrolling full,#pragma omp parallel for,16,16,threads,balanced,0.99427,3902.8794555664062
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,4,2,threads,balanced,0.99719,3923.399347305298
8,128,#pragma clang loop unrolling full,#pragma omp parallel for,32,96,threads,balanced,0.993795,3943.889174222946
8,64, , ,16,96,threads,balanced,0.99688,3962.8341779708862
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,32,96,cores,balanced,0.986005,3983.344591140747
8,160,#pragma clang loop unrolling full, ,32,96,cores,balanced,0.9848049999999999,4002.3151242733
8,160,#pragma clang loop unrolling full,#pragma omp parallel for,128,64,cores,balanced,1.058715,4022.8304698467255
8,160,#pragma clang loop unrolling full, ,96,16,sockets,balanced,0.99219,4043.4254524707794
8,80, , ,4,96,cores,balanced,1.001325,4062.4211041927338
