input,p0,p1,p2,p3,p4,p5,objective,elapsed_sec
5000000,16,cores,master,#pragma omp parallel for, ,"schedule(static,16)",0.58028,2110.638912677765
5000000,4,threads,spread, ,simd,"schedule(static,8)",0.48863,2118.3492946624756
5000000,42,cores,master,#pragma omp parallel for, ,"schedule(static,8)",0.57906,2127.0306973457336
5000000,2,sockets,master, , ,"schedule(static,4)",0.48951,2134.833659172058
5000000,32,cores,spread,#pragma omp parallel for, ,"schedule(static,8)",0.57355,2143.5081906318665
5000000,16,cores,close,#pragma omp parallel for, , ,0.570265,2152.052229166031
5000000,21,sockets,close,#pragma omp parallel for,simd, ,0.57338,2160.5159182548523
5000000,32,cores,close, ,simd,"schedule(static,8)",0.50637,2168.360146045685
5000000,4,threads,master, ,simd,"schedule(static,4)",0.48746,2176.0710995197296
5000000,16,sockets,spread, ,simd,"schedule(static,32)",0.48893,2183.780347108841
5000000,4,threads,close, , ,"schedule(static,2)",0.50159,2191.524749279022
5000000,42,threads,close,#pragma omp parallel for, , ,0.567295,2200.1500811576843
5000000,42,sockets,close, ,simd,"schedule(static,8)",0.50904,2208.0727260112762
5000000,16,sockets,master,#pragma omp parallel for,simd,"schedule(static,32)",0.57841,2216.6265511512756
5000000,2,threads,master,#pragma omp parallel for, ,"schedule(static,4)",0.54259,2224.679306268692
5000000,8,threads,close,#pragma omp parallel for, ,"schedule(static,4)",0.576155,2233.086942434311
5000000,21,sockets,spread, , ,"schedule(static,32)",0.48955000000000004,2240.94047665596
5000000,42,sockets,close,#pragma omp parallel for, , ,0.571195,2249.5278713703156
5000000,32,sockets,close, , ,"schedule(static,1)",0.48533,2257.2811739444733
5000000,21,cores,close,#pragma omp parallel for,simd,"schedule(static,16)",0.5760700000000001,2265.686269760132
5000000,32,sockets,master,#pragma omp parallel for,simd,"schedule(static,4)",0.55951,2274.233956336975
5000000,21,cores,spread, , ,"schedule(static,16)",0.492265,2282.302435398102
5000000,2,threads,master, ,simd,"schedule(static,8)",0.48494,2290.1296966075897
5000000,21,cores,close, , ,"schedule(static,1)",0.486805,2297.8315510749817
5000000,8,threads,spread,#pragma omp parallel for,simd, ,0.574125,2306.2063434123993
5000000,4,cores,spread, ,simd,"schedule(static,16)",0.488715,2314.060235261917
5000000,42,cores,spread, ,simd,"schedule(static,2)",0.48943000000000003,2321.812968015671
5000000,8,threads,spread,#pragma omp parallel for,simd, ,0.573755,2330.162096261978
5000000,16,cores,close,#pragma omp parallel for,simd, ,0.57124,2338.6567153930664
5000000,32,sockets,master, ,simd,"schedule(static,16)",0.491045,2346.4280276298523
5000000,4,cores,spread,#pragma omp parallel for,simd,"schedule(static,4)",0.5761499999999999,2354.984802722931
5000000,42,cores,spread, ,simd,"schedule(static,2)",0.503735,2362.8039894104004
5000000,16,cores,spread, ,simd,"schedule(static,2)",0.504275,2370.5818300247192
5000000,16,cores,close,#pragma omp parallel for,simd,"schedule(static,32)",0.5767,2379.0976901054382
5000000,16,threads,master,#pragma omp parallel for, ,"schedule(static,2)",0.558515,2387.756910800934
5000000,2,cores,close,#pragma omp parallel for,simd, ,0.540045,2395.867739200592
5000000,8,sockets,spread,#pragma omp parallel for, ,"schedule(static,4)",0.57802,2404.2273268699646
5000000,42,threads,master, ,simd,"schedule(static,8)",0.50946,2411.989945411682
5000000,32,threads,close, ,simd,"schedule(static,4)",0.577215,2419.9705379009247
5000000,2,threads,close, , ,"schedule(static,4)",0.48363500000000004,2427.6398634910583
5000000,8,cores,close,#pragma omp parallel for,simd,"schedule(static,1)",0.5695,2435.9739894866943
5000000,32,threads,close, ,simd,"schedule(static,8)",0.489155,2443.702268600464
5000000,2,sockets,spread, ,simd,"schedule(static,2)",0.505655,2451.51340508461
100000,32,cores,master, , ,"schedule(static,1)",0.44528999999999996,2489.418273448944
1000000,32,cores,master, , ,"schedule(static,1)",0.452175,2497.2859301567078
5000000,42,cores,master, , ,"schedule(static,2)",0.490915,2505.034327030182
100000,21,cores,close, , ,"schedule(static,1)",0.4433,2560.5145978927612
1000000,16,cores,close, , ,"schedule(static,1)",0.45205,2568.2103486061096
5000000,21,cores,spread, , ,"schedule(static,1)",0.486425,2575.882533788681
100000,42,cores,master, , ,"schedule(static,1)",0.46435499999999996,2598.749483346939
1000000,42,cores,spread, , ,"schedule(static,1)",0.45369499999999996,2606.369203567505
5000000,2,cores,close, , ,"schedule(static,32)",0.49094,2614.0736784934998
100000,42,cores,close, , ,"schedule(static,4)",0.44786,2666.1694502830505
1000000,42,cores,close, , ,"schedule(static,4)",0.453915,2673.907502412796
5000000,42,cores,close, , ,"schedule(static,1)",0.48539,2681.663022041321
100000,2,sockets,close, , ,"schedule(static,1)",0.447095,2711.6448590755463
1000000,2,cores,close, , ,"schedule(static,1)",0.452885,2719.22505736351
5000000,2,cores,close, , ,"schedule(static,4)",0.48780500000000004,2726.96821975708
100000,42,cores,close, , ,"schedule(static,2)",0.44615499999999997,2786.8294479846954
1000000,42,cores,close, , ,"schedule(static,2)",0.45443500000000003,2794.645221233368
5000000,42,cores,close, , ,"schedule(static,2)",0.50711,2802.46706533432
100000,2,cores,spread, , ,"schedule(static,1)",0.44542000000000004,2905.9677414894104
1000000,2,sockets,close, , ,"schedule(static,1)",0.45321999999999996,2913.576230287552
5000000,2,threads,close, , ,"schedule(static,1)",0.48769,2921.5583140850067
100000,2,cores,close, , ,"schedule(static,1)",0.44577999999999995,2995.8477079868317
